Unique ID;Player;Club;Best Pos;Age;Transfer Value;Preferred Foot;Appearances;Minutes;Goals;xG;Shots;ShT;Conv %;Goals per 90 minutes;xG/90;Drb/90
2000168043;Mapi León;Barcelona;D (C);31;€700K - €900K;Left-Footed Only;44;3888;1;1.93;21;5;5%;0.0;0.0;0.1
2000173708;Salma Paralluelo;Barcelona;AM (L);23;€1.2M - €1.8M;Left-Footed;44;3163;17;15.5;116;57;15%;0.5;0.4;3.1
2000106226;Beth Mead;Arsenal;AM (R);32;€400K - €600K;Right-Footed;4 (9);431;2;2.31;18;5;11%;0.4;0.5;3.1
2000208747;Selina Cerci;Arsenal;ST (C);27;€800K - €1M;Right-Footed;9 (12);1114;7;7.29;71;38;10%;0.6;0.6;2.5
2000204726;Sam Coffey;Man City;DM;28;€1M - €1.5M;Right-Footed;36 (1);3038;0;3.19;26;2;0%;0.0;0.1;0.1
2000317677;Olivia Smith;Arsenal;AM (R);22;€2M - €2.4M;Right-Footed;27 (2);2250;13;9.55;90;41;14%;0.5;0.4;4.8
2000171025;Racheal Kundananji;Bay FC;AM (R);26;€1.2M - €1.4M;Right-Footed;14;1003;2;3.05;27;12;7%;0.2;0.3;3.9
2000108636;Ona Batlle;Arsenal;D (R);27;€3.9M - €5.6M;Right-Footed;18;1501;0;0.78;3;0;0%;0.0;0.0;1.0
2000108611;Lucy Bronze;Chelsea;D (R);35;€20K - €100K;Right-Footed;31 (2);2467;4;1.44;16;7;25%;0.1;0.1;0.3
2000203525;Marie-Antoinette Katoto;OL;ST (C);28;€1.1M - €1.3M;Right-Footed;31 (2);2477;16;10.12;103;56;16%;0.6;0.4;1.2
2000152521;Wendie Renard;Gotham FC;D (C);36;Not for Sale;Right-Footed;19;1728;1;1.4;13;2;8%;0.1;0.1;0.0
2000209608;Lena Oberdorf;FC Bayern München;DM;25;€700K - €1.1M;Right-Footed;30 (1);2414;0;2.55;21;2;0%;0.0;0.1;0.3
2000206395;Ada Hegerberg;OL;ST (C);31;Not for Sale;Right-Footed;17 (16);1488;14;11.53;94;56;15%;0.8;0.7;0.6
2000157352;Alexandra Popp;VfL Wolfsburg;ST (C);36;€10K - €90K;Left-Footed;32 (2);1978;17;6.66;68;37;25%;0.8;0.3;0.6
2000246390;Alyssa Thompson;Chelsea;AM (R);22;€1.1M - €1.6M;Right-Footed;12 (23);1627;5;5.26;59;27;8%;0.3;0.3;3.5
2000106574;Hannah Hampton;Chelsea;GK;26;€950K - €1.4M;Right-Footed;38;3450;0;0;0;0;0%;0.0;0.0;0.0
2000209512;Giulia Gwinn;FC Bayern München;WB (R);27;€650K - €1M;Right-Footed;38;3358;2;3.69;33;6;6%;0.1;0.1;0.5
2000168057;Fridolina Rolfö;Man Utd;AM (L);33;€400K - €500K;Left-Footed;24;1942;4;6.18;58;20;7%;0.2;0.3;1.6
2000168041;Irene Paredes;Barcelona;D (R);35;€65K - €120K;Right-Footed;11 (6);1125;0;1.65;9;1;0%;0.0;0.1;0.3
2000168416;Johanna Rytting Kaneryd;Chelsea;AM (R);30;€900K - €1.3M;Right-Footed;7 (15);911;8;4.56;39;21;21%;0.8;0.5;3.4
2000108616;Caroline Weir;R. Madrid;AM (C);31;€600K - €900K;Left-Footed;41 (4);3165;11;11.71;98;47;11%;0.3;0.3;1.5
2000209606;Svenja Huth;VfL Wolfsburg;AM (C);36;€14K - €130K;Right-Footed;33 (2);2268;7;7.47;62;26;11%;0.3;0.3;3.3
2000102573;Niamh Charles;Chelsea;WB (L);27;€1.4M - €1.7M;Right-Footed;36;3270;0;0.7;7;1;0%;0.0;0.0;0.7
2000168039;Catalina Coll;Barcelona;GK;26;€750K - €950K;Right-Footed Only;40;3600;0;0;0;0;0%;0.0;0.0;0.0
2000209619;Merle Frohms;R. Madrid;GK;32;Not for Sale;Right-Footed;46;4140;0;0;0;0;0%;0.0;0.0;0.0
2000340786;Emily Sams;Angel City FC;D (R);27;€500K - €750K;Right-Footed;13;1113;0;0.04;1;0;0%;0.0;0.0;0.0
2000203598;Sakina Karchaoui;Paris SG;D (L);31;€600K - €900K;Left-Footed;39;3430;2;2;21;6;10%;0.1;0.1;1.2
2000168891;Esther González;Gotham FC;ST (C);34;€230K - €275K;Right-Footed;18 (1);1247;6;5.15;48;21;13%;0.4;0.4;0.3
2000171288;Mayra Ramírez;Chelsea;ST (C);28;€400K - €600K;Right-Footed;7 (20);1213;19;10.44;83;40;23%;1.4;0.8;0.4
2000343605;Lorena;KC Current;GK;30;€1.7M - €2M;Right-Footed;17;1590;0;0;0;0;0%;0.0;0.0;0.0
2000276141;Sofia Cantore;Washington Spirit;AM (R);27;€2.4M - €2.8M;Right-Footed;16;1128;3;4.26;43;17;7%;0.2;0.3;3.8
2000108639;Ella Toone;Man Utd;AM (C);27;€1.1M - €1.4M;Right-Footed;26 (1);2065;7;5.79;44;22;16%;0.3;0.3;2.3
2000204786;Jaedyn Shaw;Gotham FC;AM (C);22;€1.7M - €2.5M;Right-Footed;18;1577;7;2.6;30;15;23%;0.4;0.1;3.4
2000152520;Delphine Cascarino;London City;AM (R);30;€800K - €1.2M;Right-Footed;30;2459;10;7.22;68;30;15%;0.4;0.3;4.3
2000206392;Griedge Mbock;Paris SG;D (R);32;€375K - €550K;Right-Footed;40 (1);3353;0;1.73;13;4;0%;0.0;0.0;0.1
2000108622;Jess Park;Man Utd;AM (R);25;€900K - €1.4M;Right-Footed;26;2137;12;7.89;60;25;20%;0.5;0.3;4.4
2000106274;Katie McCabe;Arsenal;D (R);31;Not for Sale;Left-Footed;21 (9);2081;0;1.25;8;1;0%;0.0;0.1;0.5
2000168965;Olga Carmona;Paris SG;WB (L);26;€900K - €1.1M;Left-Footed;38;3227;10;9.98;86;30;12%;0.3;0.3;2.6
2000168180;Leicy Santos;Washington Spirit;AM (C);31;€230K - €350K;Right-Footed;8;691;5;2.06;21;11;24%;0.7;0.3;2.2
2000209498;Lea Schüller;Man Utd;ST (C);29;€950K - €1.4M;Right-Footed;6 (13);805;5;5.68;46;23;11%;0.6;0.6;0.8
2000204411;Debinha;KC Current;AM (C);35;€18K - €85K;Right-Footed;0 (16);605;4;3.55;33;14;12%;0.6;0.5;0.9
2000209600;Jule Brand;OL;AM (R);24;€750K - €1.1M;Right-Footed;35;2934;11;9.51;90;43;12%;0.3;0.3;3.2
2000222501;Victoria Pelova;OL;AM (C);27;€375K - €450K;Right-Footed;14 (8);1119;4;1.82;21;9;19%;0.3;0.1;0.0
2000209388;Laura Freigang;Eintracht Frankfurt;AM (C);29;€700K - €1.1M;Right-Footed;35 (6);3159;16;10.68;90;38;18%;0.5;0.3;1.9
2000209514;Glódís Perla Viggósdóttir;FC Bayern München;D (C);31;Not for Sale;Right-Footed;40;3630;2;1.82;14;2;14%;0.0;0.0;0.1
2000108480;Maya Le Tissier;Man Utd;D (C);25;€650K - €950K;Right-Footed;30;2700;1;0.93;9;3;11%;0.0;0.0;0.1
2000109436;Nathalie Björn;Chelsea;D (R);30;€600K - €850K;Right-Footed;9 (4);995;0;0.68;2;0;0%;0.0;0.1;0.1
2000209387;Nicole Anyomi;FC Bayern München;AM (R);27;€650K - €800K;Right-Footed;39;3334;12;16.55;139;54;9%;0.3;0.4;4.2
2000337320;Michelle Cooper;KC Current;AM (R);24;€1.3M - €2M;Right-Footed;17;1516;6;6.45;61;25;10%;0.4;0.4;4.3
2000203527;Kadidiatou Diani;OL;AM (R);32;Not for Sale;Right-Footed;8 (16);1059;5;5.52;40;13;13%;0.4;0.5;3.1
2000192385;Vanessa Gilles;FC Bayern München;D (C);31;€475K - €600K;Right-Footed;20;1802;3;2.44;16;7;19%;0.1;0.1;0.0
2000232154;Elisabeth Terland;Man Utd;ST (C);25;€900K - €1.3M;Right-Footed;29;2432;18;11.27;93;54;19%;0.7;0.4;0.9
2000201871;Tierna Davidson;Gotham FC;D (C);28;€700K - €850K;Left-Footed;17;1427;0;0.58;8;1;0%;0.0;0.0;0.1
2000231957;Hinata Miyazawa;Man Utd;DM;27;€1.1M - €1.4M;Right-Footed;33;2274;1;0.23;5;3;20%;0.0;0.0;0.1
2000102612;Fran Kirby;Brighton;AM (C);33;€22K - €200K;Right-Footed;30 (1);1903;9;7.14;66;26;14%;0.4;0.3;1.0
2000168887;Teresa Abelleira;OL;DM;27;€550K - €700K;Right-Footed;29 (4);2136;1;2.87;15;6;7%;0.0;0.1;0.0
2000260727;Rebeca Bernal;Washington Spirit;DM;29;€650K - €850K;Right-Footed;16;1401;2;0.17;5;2;40%;0.1;0.0;0.0
2000102567;Jessie Fleming;Portland Thorns;M (C);29;€1.2M - €1.4M;Right-Footed;14;991;4;3.81;37;15;11%;0.4;0.3;1.2
2000209502;Sarah Zadrazil;FC Bayern München;DM;34;€16K - €140K;Right-Footed;4 (30);994;1;0.73;6;1;17%;0.1;0.1;0.0
2000204834;Jaelin Howell;Gotham FC;DM;27;€1.2M - €1.8M;Right-Footed;17 (1);1442;0;0.77;11;3;0%;0.0;0.0;0.2
2000100172;Magdalena Eriksson;OL;D (L);33;€220K - €325K;Left-Footed Only;17;1530;0;0.08;2;0;0%;0.0;0.0;0.0
2000206398;Damaris Egurrola;OL;DM;27;€1.1M - €1.6M;Left-Footed;29;2280;2;3.94;30;5;7%;0.1;0.2;0.0
2000102635;Pernille Harder;FC Bayern München;AM (C);34;€210K - €250K;Right-Footed;31;2434;13;12.31;112;57;12%;0.5;0.5;1.1
2000209612;Dominique Janssen;Man Utd;DM;32;Not for Sale;Uses Both Feet;32;2207;2;0.58;6;2;33%;0.1;0.0;0.2
2000258552;Lineth Beerensteyn;VfL Wolfsburg;AM (R);30;€700K - €1M;Right-Footed Only;33 (3);2741;13;10.82;92;37;14%;0.4;0.4;3.6
2000204437;Angelina;Orlando Pride;DM;27;€950K - €1.2M;Right-Footed;14;1105;0;0.36;6;2;0%;0.0;0.0;0.0
2000175607;Rachel Daly;Aston Villa;ST (C);35;€18K - €90K;Right-Footed;28;2051;8;5.39;58;31;14%;0.4;0.2;0.5
2000240072;Maëlle Lakrar;R. Madrid;D (R);27;€700K - €1M;Right-Footed;48 (1);4291;2;2.69;23;5;9%;0.0;0.1;0.3
2000239692;Melvine Malard;Man Utd;AM (L);26;€800K - €1.2M;Right-Footed;20 (10);1908;9;7;67;33;13%;0.4;0.3;3.5
2000210897;Stina Blackstenius;Arsenal;ST (C);31;€700K - €850K;Right-Footed;1 (9);278;1;0.59;10;4;10%;0.3;0.2;2.6
2000271818;Sophie Roman Haug;Orlando Pride;ST (C);27;€850K - €1.3M;Right-Footed;13;872;3;3.78;33;15;9%;0.3;0.4;0.8
2000202422;Midge Purce;Gotham FC;AM (R);31;Not for Sale;Right-Footed;19;1340;1;0.61;7;5;14%;0.1;0.0;3.2
2000206404;Selma Bacha;OL;D (L);26;€600K - €850K;Left-Footed;31;2499;3;0.34;8;3;38%;0.1;0.0;1.0
2000108610;Esme Morgan;London City;D (R);26;€700K - €1M;Right-Footed;23 (5);2098;0;0.46;6;2;0%;0.0;0.0;0.0
2000110928;Frida Maanum;Arsenal;M (C);27;€550K - €800K;Right-Footed;0 (26);624;4;2.02;16;8;25%;0.6;0.3;0.4
2000235911;Kerstin Casparij;Man City;D (R);26;€750K - €950K;Right-Footed;36;3246;0;0.95;9;1;0%;0.0;0.0;1.0
2000108644;Jackie Groenen;Paris SG;DM;32;€275K - €400K;Right-Footed;37;2905;2;1.77;15;7;13%;0.1;0.1;0.1
2000201874;Casey Krueger;Washington Spirit;D (L);36;€14K - €130K;Left-Footed;15;1294;2;0.62;6;3;33%;0.1;0.0;0.3
2000303295;Tabitha Chawinga;OL;ST (C);31;€140K - €170K;Left-Footed;3 (15);663;2;3.86;34;23;6%;0.3;0.5;2.4
2000168053;Claudia Pina;Barcelona;M (C);25;€750K - €900K;Right-Footed;9 (6);640;1;2.97;25;6;4%;0.1;0.4;0.3
2000241683;Ary Borges;Angel City FC;AM (C);27;€1.7M;Left-Footed;14;943;4;4.94;36;15;11%;0.4;0.5;2.0
2000237628;Marie Höbinger;Liverpool;AM (C);25;€600K - €900K;Left-Footed;27;2229;4;4.65;29;14;14%;0.2;0.2;0.0
2000202428;Aubrey Kingsbury;Washington Spirit;GK;35;€160K - €240K;Right-Footed;0 (1);42;0;0;0;0;0%;0.0;0.0;0.0
2000344310;Avery Patterson;Houston Dash;D (R);24;€650K;Left-Footed;14;1226;0;0.49;7;1;0%;0.0;0.0;0.6
2000339318;Tarciane;OL;D (C);24;€325K - €500K;Left-Footed;29 (6);2674;1;2.35;20;4;5%;0.0;0.1;0.1
2000208782;Janina Minge;VfL Wolfsburg;DM;27;€550K - €850K;Right-Footed;31 (1);2678;1;2.32;24;8;4%;0.0;0.1;0.1
2000204433;Alana Cook;KC Current;D (C);30;€1.4M - €1.7M;Right-Footed;15;1410;0;0.39;4;0;0%;0.0;0.0;0.0
2000170671;Irene Guerrero;Arsenal;DM;30;€350K - €450K;Right-Footed;8 (22);1032;1;0.9;6;2;17%;0.1;0.1;0.2
2000106462;Caitlin Foord;Man City;AM (L);32;€220K - €325K;Right-Footed;1 (7);157;0;1.04;10;6;0%;0.0;0.6;1.7
2000168046;Leila Ouahabi;Man City;D (L);34;€3.5K - €30K;Left-Footed Only;28 (2);2306;0;0;0;0;0%;0.0;0.0;0.5
2000202432;Sam Staab;Chicago Stars;D (C);30;€950K - €1.4M;Left-Footed;14;1196;0;0.09;3;0;0%;0.0;0.0;0.1
2000204735;Yazmeen Ryan;Houston Dash;AM (L);28;€550K - €700K;Left-Footed;14;899;4;2.41;23;7;17%;0.4;0.2;3.1
2000232780;Kiko Seike;Brighton;AM (R);30;€160K - €240K;Right-Footed;30;2475;9;6.73;68;36;13%;0.3;0.2;4.8
2000209385;Sjoeke Nüsken;Chelsea;DM;26;€800K - €950K;Right-Footed;12 (24);1528;3;2.29;23;7;13%;0.2;0.1;0.1
2000209596;Rebecka Blomqvist;Eintracht Frankfurt;ST (C);29;€700K - €1.1M;Right-Footed;37 (1);3279;19;13.86;131;65;15%;0.5;0.4;1.0
2000204761;Lindsey Heaps;Denver Summit;M (C);33;Not for Sale;Right-Footed;13;1121;4;1.93;24;9;17%;0.3;0.2;0.0
2000101645;Jess Carter;Gotham FC;D (R);29;€1.1M - €1.4M;Right-Footed;19;1740;0;0.47;5;1;0%;0.0;0.0;0.0
2000104912;Steph Catley;Arsenal;D (L);33;€210K - €300K;Left-Footed;20 (1);1807;0;0.22;5;0;0%;0.0;0.0;0.0
2000204406;Kerolin Nicoli;Man City;AM (R);27;€1.1M - €1.7M;Right-Footed;36 (1);2563;12;8;74;30;16%;0.4;0.3;3.9
2000273495;Adriana;Man City;AM (L);30;€650K - €850K;Right-Footed;9 (26);1740;6;7.56;68;25;9%;0.3;0.4;4.0
2000105639;Daniëlle van de Donk;London City;M (C);35;€16K - €80K;Right-Footed;30 (1);2087;4;2.82;33;14;12%;0.2;0.1;1.2
2000227030;Daphne van Domselaar;Arsenal;GK;27;€650K - €1M;Right-Footed Only;38;3420;0;0;0;0;0%;0.0;0.0;0.0
2000108640;Katie Zelem;London City;DM;31;€500K - €800K;Right-Footed;35;3048;0;0.37;5;2;0%;0.0;0.0;0.1
2000328894;Sam Meza;Gotham FC;M (C);25;€1.2M - €1.8M;Right-Footed;19;1512;0;0.24;5;1;0%;0.0;0.0;0.3
2000202353;María Sánchez;Angel City FC;M (L);31;€700K - €800K;Left-Footed;3 (5);501;1;1.15;14;7;7%;0.2;0.2;3.2
2000202322;Jane Campbell;Houston Dash;GK;32;€350K - €550K;Right-Footed;14;1260;0;0;0;0;0%;0.0;0.0;0.0
2000209506;Linda Dallmann;FC Bayern München;AM (R);32;€250K - €375K;Right-Footed;32;2258;14;5.51;52;27;27%;0.6;0.2;2.1
2000209613;Kathrin Hendrich;Chicago Stars;D (R);35;€45K - €80K;Right-Footed;14;1260;0;1.6;6;2;0%;0.0;0.1;0.0
2000153123;Kyra Cooney-Cross;Arsenal;M (C);25;€700K - €900K;Right-Footed;34;2738;1;2.46;22;6;5%;0.0;0.1;0.3
2000206397;Ellie Carpenter;Chelsea;D (R);27;€700K - €800K;Right-Footed;11 (11);1334;0;1;10;2;0%;0.0;0.1;0.6
2000202458;Ashley Hatch;Washington Spirit;ST (C);32;€275K - €425K;Right-Footed;15;1029;6;4.24;30;18;20%;0.5;0.4;0.5
2000240083;Nérilia Mondésir;Paris SG;ST (C);28;€550K - €650K;Right-Footed;8 (20);1101;7;5.88;54;29;13%;0.6;0.5;2.0
2000234328;Mina Tanaka;Utah Royals;ST (C);33;Not for Sale;Right-Footed;14;1055;7;2.41;31;17;23%;0.6;0.2;0.4
2000108560;Grace Clinton;Man City;AM (C);24;€950K - €1.4M;Right-Footed;36;2898;12;10.85;111;34;11%;0.4;0.3;1.7
2000209376;Sophia Kleinherne;VfL Wolfsburg;D (R);27;€650K - €1M;Right-Footed;38;3360;1;2.11;23;4;4%;0.0;0.1;0.4
2000226472;Esmee Brugts;Barcelona;AM (L);23;€800K - €1.2M;Right-Footed;28 (15);2723;4;2.57;37;14;11%;0.1;0.1;1.4
2000232390;Riko Ueki;Denver Summit;ST (C);27;€650K - €950K;Right-Footed;7 (6);705;4;3.37;20;15;20%;0.5;0.4;1.4
2000236380;Rosemonde Kouassi;Barcelona;AM (R);25;€475K - €700K;Right-Footed Only;8 (28);1167;10;4.03;50;25;20%;0.8;0.3;3.6
2000204420;Denise O'Sullivan;Liverpool;M (C);33;€160K - €240K;Right-Footed;28;2022;2;2.28;15;5;13%;0.1;0.1;0.1
2000344623;Manaka Matsukubo;Arsenal;AM (C);22;€550K - €650K;Right-Footed;7 (4);622;2;0.69;11;8;18%;0.3;0.1;2.2
2000105472;Lia Wälti;Juventus;M (C);34;€14K - €120K;Right-Footed;32 (2);2141;0;1.18;8;3;0%;0.0;0.0;0.0
2000209601;Sveindís Jónsdóttir;Angel City FC;AM (R);25;€700K - €800K;Right-Footed;14;1172;3;2.68;28;7;11%;0.2;0.2;3.7
2000192401;Jun Endo;Angel City FC;AM (L);27;€1.4M - €1.7M;Left-Footed;12 (1);809;2;1.78;18;8;11%;0.2;0.2;2.4
2000328887;Ally Sentnor;KC Current;AM (L);23;€1.5M - €1.8M;Right-Footed;16;1267;5;3.62;41;14;12%;0.4;0.3;3.7
2000342485;Croix Bethune;KC Current;AM (C);26;€1.4M - €1.7M;Right-Footed;17;1104;3;1.92;29;12;10%;0.2;0.2;1.6
2000108620;Janine Sonis;Denver Summit;AM (R);32;Not for Sale;Right-Footed;14;1224;2;4.62;32;16;6%;0.1;0.3;3.6
2000168052;Ingrid Syrstad Engen;OL;DM;29;€120K - €180K;Right-Footed;37;3317;0;1.3;12;5;0%;0.0;0.0;0.1
2000185471;Mary Fowler;Man City;AM (C);24;€600K - €750K;Left-Footed;5 (17);795;3;1.94;20;8;15%;0.3;0.2;1.8
2000276136;Cristiana Girelli;Juventus;ST (C);37;€10K - €95K;Right-Footed;4 (6);334;1;4.71;21;9;5%;0.3;1.3;0.3
2000204466;Phallon Tullis-Joyce;Washington Spirit;GK;30;€1M - €1.5M;Right-Footed;16;1398;0;0;0;0;0%;0.0;0.0;0.0
2000204412;Fuka Nagano;Liverpool;DM;28;€500K - €750K;Right-Footed;27;2002;0;0.78;13;3;0%;0.0;0.0;0.0
2000273492;Bruninha;Gotham FC;WB (L);24;€1.3M - €1.9M;Right-Footed;18;1474;2;0.39;6;4;33%;0.1;0.0;2.9
2000192356;Lo’eau LaBonta;KC Current;DM;34;€16K - €140K;Right-Footed;17;1099;0;0.09;2;0;0%;0.0;0.0;0.2
2000203599;Ashley Lawrence;OL;D (R);31;€250K - €300K;Right-Footed;31 (1);2534;1;0.56;7;1;14%;0.0;0.0;0.5
2000209505;Sydney Lohmann;OL;M (C);26;€95K;Right-Footed;9 (20);1173;2;2.31;29;6;7%;0.2;0.2;0.0
2000241563;Gabby Carle;Washington Spirit;D (R);28;€850K - €1M;Left-Footed;15;1304;1;0.16;4;1;25%;0.1;0.0;0.7
2000257924;Jacquie Ovalle;Orlando Pride;AM (R);27;€1.1M;Left-Footed;14;1092;4;1.77;18;9;22%;0.3;0.1;3.4
2000235548;Melchie Dumornay;OL;AM (L);23;€900K - €1.3M;Right-Footed;27;2227;9;6.04;54;22;17%;0.4;0.2;2.9
2000243765;Jayde Riviere;Man Utd;WB (R);26;€650K - €800K;Right-Footed;25;2117;0;1.55;9;1;0%;0.0;0.1;1.4
2000108638;Millie Turner;Man Utd;D (C);30;€650K - €1M;Right-Footed;28;2465;0;0.26;4;0;0%;0.0;0.0;0.0
2000104605;Lotte Wubben-Moy;Arsenal;D (C);28;€750K - €900K;Right-Footed;30 (2);2653;0;1.06;11;0;0%;0.0;0.0;0.0
2000211406;Amanda Nildén;Spurs;WB (L);28;€170K - €250K;Left-Footed;26;2240;0;0.42;5;1;0%;0.0;0.0;0.5
2000109416;Mackenzie Arnold;Man Utd;GK;33;Not for Sale;Right-Footed Only;29;2535;0;0;0;0;0%;0.0;0.0;0.0
2000212711;Clara Matéo;Paris FC;AM (R);29;€1.2M - €1.5M;Right-Footed;32;2588;14;9.05;87;41;16%;0.5;0.3;3.8
2000209390;Lara Prašnikar;Utah Royals;AM (L);28;€550K - €850K;Right-Footed;14;1195;10;6.24;44;25;23%;0.8;0.5;0.8
2000206400;Sara Däbritz;R. Madrid;M (C);32;Not for Sale;Left-Footed;41 (4);3612;9;5.98;73;35;12%;0.2;0.1;0.0
2000204460;Claudia Dickey;Portland Thorns;GK;27;€450K - €650K;Right-Footed;14;1260;0;0;0;0;0%;0.0;0.0;0.0
2000330022;Momoko Tanikawa;FC Bayern München;M (C);22;€800K - €1.2M;Left-Footed;19 (9);1444;2;2.85;22;6;9%;0.1;0.2;0.4
2000168419;Rosa Kafaji;Arsenal;AM (C);23;€375K - €475K;Right-Footed;27 (3);1754;7;3.33;33;17;21%;0.4;0.2;1.9
2000202366;Caprice Dydasco;Bay FC;D (R);33;Not for Sale;Right-Footed;13;1170;0;0.24;6;1;0%;0.0;0.0;0.4
2000109096;Kirsty Hanson;London City;AM (L);29;€500K - €750K;Left-Footed;33;2441;7;7.69;67;32;10%;0.3;0.3;2.8
2000202459;Tara Rudd;Washington Spirit;D (C);27;€475K - €600K;Right-Footed;12;1012;0;0.01;2;0;0%;0.0;0.0;0.0
2000204722;Natalia Kuikka;KC Current;D (R);31;Not for Sale;Left-Footed;17;1553;1;1.17;7;3;14%;0.1;0.1;1.0
2000271882;Cloe Lacasse;Utah Royals;AM (L);33;€16K - €140K;Right-Footed;10 (2);664;1;0.52;8;4;13%;0.1;0.1;2.2
